Hash,Refatoração,Descrição
eb6b3c4ff2094b9f22523482031f81276e0a892d,MOVE, MOVE	{Method main(String[]) at GraphTheory2/SteinerTree.java:121}	{Method main(String[]) at GraphTheory/SteinerTree.java:121}) MOVE({SteinerTree main(String[])}  {SteinerTree main(String[])}),
ffeb01e489f02c69676501074af2b805f976a1f5,RENAME, RENAME	{Class MinCostMaxFlowWithNegativeCosts at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlowWithNegativeCosts.java:13}	{Class MinCostMaxFlowWithBellmanFord at com/williamfiset/algorithms/graphtheory/networkflow/MinCostMaxFlowWithBellmanFord.java:13}) RENAME({com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlowWithNegativeCosts}  {com.williamfiset.algorithms.graphtheory.networkflow.MinCostMaxFlowWithBellmanFord}),
b65c706e860f1ce2f7850744498969a0a3759a1c,MOVE, MOVE	{Class EdmondsKarpAdjacencyList at com/williamfiset/algorithms/graphtheory/networkflow/EdmondsKarpAdjacencyList.java:15}	{Class EdmondsKarpAdjacencyList at com/williamfiset/algorithms/graphtheory/networkflow/EdmondsKarpAdjacencyList.java:15}) MOVE({com.williamfiset.algorithms.graphtheory.EdmondsKarpAdjacencyList}  {com.williamfiset.algorithms.graphtheory.networkflow.EdmondsKarpAdjacencyList}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/CapacityScalingSolverAdjacencyList.java:74}	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:72}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.CapacityScalingSolverAdjacencyList getGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,EXTRACT_SUPER, EXTRACT_SUPER	{Class CapacityScalingSolverAdjacencyList at com/williamfiset/algorithms/graphtheory/networkflow/CapacityScalingSolverAdjacencyList.java:16}	{Class NetworkFlowBase at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:11}) EXTRACT_SUPER({com.williamfiset.algorithms.graphtheory.networkflow.CapacityScalingSolverAdjacencyList}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:151}	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:51}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList initializeGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase initializeGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:100}	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:98}) PULL_UP_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList solve()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase solve()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/CapacityScalingSolverAdjacencyList.java:154}	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:51}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.CapacityScalingSolverAdjacencyList initializeGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase initializeGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:78}	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:72}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.Dinics getGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:92}	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:92}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList getMinCut()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getMinCut()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/CapacityScalingSolverAdjacencyList.java:93}	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:92}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.CapacityScalingSolverAdjacencyList getMinCut()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getMinCut()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method addEdge(int  int  int) at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:62}	{Method addEdge(int  int  int) at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:56}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.Dinics addEdge(int  int  int)}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase addEdge(int  int  int)}),
0e291a44878a996bfc511cc71641b2e7bb842735,EXTRACT_SUPER, EXTRACT_SUPER	{Class Dinics at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:16}	{Class NetworkFlowBase at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:11}) EXTRACT_SUPER({com.williamfiset.algorithms.graphtheory.networkflow.Dinics}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method addEdge(int  int  int) at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:56}	{Method addEdge(int  int  int) at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:56}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList addEdge(int  int  int)}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase addEdge(int  int  int)}),
0e291a44878a996bfc511cc71641b2e7bb842735,EXTRACT_SUPER, EXTRACT_SUPER	{Class FordFulkersonDfsSolverAdjacencyList at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:15}	{Class NetworkFlowBase at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:11}) EXTRACT_SUPER({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:92}	{Method getMinCut() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:92}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.Dinics getMinCut()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getMinCut()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/CapacityScalingSolverAdjacencyList.java:100}	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:98}) PULL_UP_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.CapacityScalingSolverAdjacencyList solve()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase solve()}),
0e291a44878a996bfc511cc71641b2e7bb842735,MOVE, MOVE	{Class Edge at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:32}	{Class Edge at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:15}) MOVE({com.williamfiset.algorithms.graphtheory.networkflow.Dinics Edge}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase Edge}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:72}	{Method getGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:72}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList getGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getMaxFlow() at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:84}	{Method getMaxFlow() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:84}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.Dinics getMaxFlow()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getMaxFlow()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP_SIGNATURE, PULL_UP_SIGNATURE	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:137}	{Method solve() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:98}) PULL_UP_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.Dinics solve()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase solve()}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/Dinics.java:57}	{Method initializeGraph() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:51}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.Dinics initializeGraph()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase initializeGraph()}),
0e291a44878a996bfc511cc71641b2e7bb842735,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method dfs(int  int) at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:123}	{Method dfs(int  long) at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:56}) CHANGE_SIGNATURE({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList dfs(int  int)}  {com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList dfs(int  long)}),
0e291a44878a996bfc511cc71641b2e7bb842735,PULL_UP, PULL_UP	{Method getMaxFlow() at com/williamfiset/algorithms/graphtheory/networkflow/FordFulkersonDfsSolverAdjacencyList.java:84}	{Method getMaxFlow() at com/williamfiset/algorithms/graphtheory/networkflow/NetworkFlowBase.java:84}) PULL_UP({com.williamfiset.algorithms.graphtheory.networkflow.FordFulkersonDfsSolverAdjacencyList getMaxFlow()}  {com.williamfiset.algorithms.graphtheory.networkflow.NetworkFlowBase getMaxFlow()}),
b247b06b04ed258b2961146c1af4394f2d41dbf7,RENAME, RENAME	{Method shortestPathDAG(Double[][]  int  int) at GraphTheory/TopologicalSortAdjacencyMatrix.java:52}	{Method dagShortestPath(Double[][]  int) at GraphTheory/TopologicalSortAdjacencyMatrix.java:53}) RENAME({TopologicalSortAdjacencyMatrix shortestPathDAG(Double[][]  int  int)}  {TopologicalSortAdjacencyMatrix dagShortestPath(Double[][]  int)}),
91998a3042f0591e4fd297a0c34ca76e44eabb89,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assertNullChildren(RedBlackTree.Node[]) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:295}	{Method assertNullChildren(RedBlackTree  RedBlackTree.Node[]) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:318}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertNullChildren(RedBlackTree.Node[])}  {com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertNullChildren(RedBlackTree  RedBlackTree.Node[])}),
91998a3042f0591e4fd297a0c34ca76e44eabb89,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assertCorrectParentLinks(RedBlackTree.Node  RedBlackTree.Node) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:302}	{Method assertCorrectParentLinks(RedBlackTree  RedBlackTree.Node  RedBlackTree.Node) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:325}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertCorrectParentLinks(RedBlackTree.Node  RedBlackTree.Node)}  {com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertCorrectParentLinks(RedBlackTree  RedBlackTree.Node  RedBlackTree.Node)}),
91998a3042f0591e4fd297a0c34ca76e44eabb89,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method assertBinarySearchTreeInvariant(RedBlackTree.Node) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:312}	{Method assertBinarySearchTreeInvariant(RedBlackTree  RedBlackTree.Node) at src/test/java/com/williamfiset/algorithms/datastructures/balancedtree/RedBlackTreeTest.java:340}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertBinarySearchTreeInvariant(RedBlackTree.Node)}  {com.williamfiset.algorithms.datastructures.balancedtree.RedBlackTreeTest assertBinarySearchTreeInvariant(RedBlackTree  RedBlackTree.Node)}),
408c331e2faef75e23be1ba40bcaddba25c1248c,RENAME, RENAME	{Class FibonacciHeapTestCase at src/test/java/com/williamfiset/algorithms/datastructures/fibonacciheap/FibonacciHeapTestCase.java:24}	{Class FibonacciHeapTest at src/test/java/com/williamfiset/algorithms/datastructures/fibonacciheap/FibonacciHeapTest.java:21}) RENAME({com.williamfiset.algorithms.datastructures.fibonacciheap.FibonacciHeapTestCase}  {com.williamfiset.algorithms.datastructures.fibonacciheap.FibonacciHeapTest}),
21a3ea1f9dafffc64eddec389983a98f3c400519,RENAME, RENAME	{Method mst() at com/williamfiset/algorithms/graphtheory/EagerPrimsAdjacencyList.java:49}	{Method getMstCost() at com/williamfiset/algorithms/graphtheory/EagerPrimsAdjacencyList.java:56}) RENAME({com.williamfiset.algorithms.graphtheory.EagerPrimsAdjacencyList mst()}  {com.williamfiset.algorithms.graphtheory.EagerPrimsAdjacencyList getMstCost()}),
3f4e6474bdb8ab2e4eb5732223d567925e017000,RENAME, RENAME	{Class TravelingSalesmanProblemBruteForce at GraphTheory/TravelingSalesmanProblemBruteForce.java:1}	{Class TspBruteForce at GraphTheory/TspBruteForce.java:1}) RENAME({TravelingSalesmanProblemBruteForce}  {TspBruteForce}),
3f4e6474bdb8ab2e4eb5732223d567925e017000,MOVE, MOVE	{Method tourCost(List  double[][]) at GraphTheory/TravelingSalesmanProblemDynamicProgramming.java:135}	{Method tourCost(List  double[][]) at GraphTheory/TspDynamicProgramming.java:101}) MOVE({TravelingSalesmanProblemDynamicProgramming tourCost(List  double[][])}  {TspDynamicProgramming tourCost(List  double[][])}),
59b4e3b4ae9875bd4986f8b73b1d66f26d0080bf,RENAME, RENAME	{Class MinimumWeightPerfectMatchingIterative at src/main/java/com/williamfiset/algorithms/dp/MinimumWeightPerfectMatchingIterative.java:19}	{Class WeightedMaximumCardinalityMatchingIterative at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingIterative.java:19}) RENAME({com.williamfiset.algorithms.dp.MinimumWeightPerfectMatchingIterative}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingIterative}),
59b4e3b4ae9875bd4986f8b73b1d66f26d0080bf,RENAME, RENAME	{Class MinimumWeightPerfectMatchingTest at src/test/java/com/williamfiset/algorithms/dp/MinimumWeightPerfectMatchingTest.java:8}	{Class WeightedMaximumCardinalityMatchingTest at src/test/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingTest.java:8}) RENAME({com.williamfiset.algorithms.dp.MinimumWeightPerfectMatchingTest}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingTest}),
59b4e3b4ae9875bd4986f8b73b1d66f26d0080bf,RENAME, RENAME	{Class MinimumWeightPerfectMatchingRecursive at src/main/java/com/williamfiset/algorithms/dp/MinimumWeightPerfectMatchingRecursive.java:20}	{Class WeightedMaximumCardinalityMatchingRecursive at src/main/java/com/williamfiset/algorithms/dp/WeightedMaximumCardinalityMatchingRecursive.java:19}) RENAME({com.williamfiset.algorithms.dp.MinimumWeightPerfectMatchingRecursive}  {com.williamfiset.algorithms.dp.WeightedMaximumCardinalityMatchingRecursive}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPollOnEmpty() at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:29}	{Method testPollOnEmpty(Queue) at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:29}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.queue.QueueTest testPollOnEmpty()}  {com.williamfiset.algorithms.datastructures.queue.QueueTest testPollOnEmpty(Queue)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testExhaustively() at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:69}	{Method testExhaustively(Queue) at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:64}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.queue.QueueTest testExhaustively()}  {com.williamfiset.algorithms.datastructures.queue.QueueTest testExhaustively(Queue)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPeek() at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:51}	{Method testPeek(Queue) at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:48}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.queue.QueueTest testPeek()}  {com.williamfiset.algorithms.datastructures.queue.QueueTest testPeek(Queue)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testEmptyQueue() at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:21}	{Method testEmptyQueue(Queue) at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:22}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.queue.QueueTest testEmptyQueue()}  {com.williamfiset.algorithms.datastructures.queue.QueueTest testEmptyQueue(Queue)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPeek() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:51}	{Method testPeek(Stack) at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:48}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.stack.StackTest testPeek()}  {com.williamfiset.algorithms.datastructures.stack.StackTest testPeek(Stack)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testExhaustively() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:69}	{Method testExhaustively(Stack) at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:64}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.stack.StackTest testExhaustively()}  {com.williamfiset.algorithms.datastructures.stack.StackTest testExhaustively(Stack)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPoll() at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:60}	{Method testPoll(Queue) at src/test/java/com/williamfiset/algorithms/datastructures/queue/QueueTest.java:56}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.queue.QueueTest testPoll()}  {com.williamfiset.algorithms.datastructures.queue.QueueTest testPoll(Queue)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPeekOnEmpty() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:36}	{Method testPeekOnEmpty(Stack) at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:35}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.stack.StackTest testPeekOnEmpty()}  {com.williamfiset.algorithms.datastructures.stack.StackTest testPeekOnEmpty(Stack)}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,RENAME, RENAME	{Method setup() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:14}	{Method inputs() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:14}) RENAME({com.williamfiset.algorithms.datastructures.stack.StackTest setup()}  {com.williamfiset.algorithms.datastructures.stack.StackTest inputs()}),
04d5d2f41e0ef33eb6e5e8c5179e6b5ee938b0a8,CHANGE_SIGNATURE, CHANGE_SIGNATURE	{Method testPop() at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:60}	{Method testPop(Stack) at src/test/java/com/williamfiset/algorithms/datastructures/stack/StackTest.java:56}) CHANGE_SIGNATURE({com.williamfiset.algorithms.datastructures.stack.StackTest testPop()}  {com.williamfiset.algorithms.datastructures.stack.StackTest testPop(Stack)}),
